Files,Before,Size,After,Time
0,179515920384,460800,179568349184,0.005197
0,179568349184,409600,179620777984,0.00518
0,179620777984,358400,179673206784,0.005236
0,179673206784,307200,179725635584,0.005261
0,179725635584,256000,179778064384,0.005172
0,179778064384,204800,179830493184,0.005511
0,179830493184,153600,179882921984,0.005496
0,179882921984,102400,179935350784,0.00549
0,179935350784,51200,179987779584,0.005333
0,179987779584,0,180040208384,0.005325
0,180040208384,-51200,180092637184,0.005486
Finalize time: 0.005568
