Number,Inserted,Space,Time
52,2.62144e+09,176857972736,13.8549
51,2.56901e+09,176910446592,12.7853
50,2.51658e+09,176962928640,12.9514
49,2.46415e+09,177015410688,12.7268
48,2.41172e+09,177067892736,12.2007
47,2.3593e+09,177120374784,12.5107
46,2.30687e+09,177172844544,12.1908
45,2.25444e+09,177225326592,11.856
44,2.20201e+09,177277808640,11.7037
43,2.14958e+09,177330290688,10.6113
42,2.09715e+09,177382772736,10.9856
41,2.04472e+09,177435254784,10.3148
40,1.99229e+09,177487736832,10.5164
39,1.93987e+09,177540218880,10.6435
38,1.88744e+09,177592700928,10.6166
37,1.83501e+09,177645182976,9.13801
36,1.78258e+09,177697665024,9.10509
35,1.73015e+09,177750147072,8.91868
34,1.67772e+09,177802629120,9.2618
33,1.62529e+09,177855111168,8.38388
32,1.57286e+09,177907593216,8.4011
31,1.52044e+09,177960075264,8.13877
30,1.46801e+09,178012557312,7.5829
29,1.41558e+09,178065039360,7.59557
28,1.36315e+09,178117521408,6.96295
27,1.31072e+09,178170003456,7.00509
26,1.25829e+09,178222485504,6.23085
25,1.20586e+09,178274967552,6.30824
24,1.15343e+09,178327449600,6.35344
23,1.101e+09,178379931648,5.78673
22,1.04858e+09,178432413696,5.91232
21,9.96147e+08,178484895744,5.32308
20,9.43718e+08,178537377792,4.90493
19,8.9129e+08,178589859840,4.83336
18,8.38861e+08,178642341888,4.51659
17,7.86432e+08,178694823936,4.21987
16,7.34003e+08,178747305984,3.98495
15,6.81574e+08,178799788032,3.91041
14,6.29146e+08,178852270080,3.27145
13,5.76717e+08,178904752128,3.195
12,5.24288e+08,178957234176,2.97004
11,4.71859e+08,179009716224,2.34536
10,4.1943e+08,179062198272,2.40355
9,3.67002e+08,179114680320,2.14948
8,3.14573e+08,179167162368,1.72288
7,2.62144e+08,179219644416,1.64367
6,2.09715e+08,179272126464,1.20635
5,1.57286e+08,179324608512,1.02822
4,1.04858e+08,179377090560,0.780772
3,5.24288e+07,179429576704,0.480982
2,0,179482054656,0.194102
1,5.24288e+07,179429580800,0.142358
2,1.04858e+08,179377094656,0.125786
3,1.57286e+08,179324612608,0.121581
4,2.09715e+08,179272130560,0.121924
5,2.62144e+08,179219648512,0.118074
6,3.14573e+08,179167166464,0.143357
7,3.67002e+08,179114684416,0.12052
8,4.1943e+08,179062198272,0.122392
9,4.71859e+08,179009716224,0.12037
10,5.24288e+08,178957234176,0.120832
11,5.76717e+08,178904752128,0.117845
12,6.29146e+08,178852270080,0.116797
13,6.81574e+08,178799788032,0.118397
14,7.34003e+08,178747305984,0.119338
15,7.86432e+08,178694823936,0.119949
16,8.38861e+08,178642341888,0.117256
17,8.9129e+08,178589859840,0.122418
18,9.43718e+08,178537377792,0.121377
19,9.96147e+08,178484895744,0.120431
20,1.04858e+09,178432413696,0.118488
21,1.101e+09,178379931648,0.119089
22,1.15343e+09,178327449600,0.119843
23,1.20586e+09,178274967552,0.121714
24,1.25829e+09,178222485504,0.122894
25,1.31072e+09,178170003456,0.119559
26,1.36315e+09,178117521408,0.120684
27,1.41558e+09,178065039360,0.120434
28,1.46801e+09,178012557312,0.119798
29,1.52044e+09,177960075264,0.118119
30,1.57286e+09,177907593216,0.119895
31,1.62529e+09,177855111168,0.118526
32,1.67772e+09,177802629120,0.120631
33,1.73015e+09,177750147072,0.117812
34,1.78258e+09,177697665024,0.119007
35,1.83501e+09,177645182976,0.116999
36,1.88744e+09,177592700928,0.121008
37,1.93987e+09,177540218880,0.114684
38,1.99229e+09,177487736832,0.11919
39,2.04472e+09,177435254784,0.118713
40,2.09715e+09,177382772736,0.117432
41,2.14958e+09,177330290688,0.119235
42,2.20201e+09,177277808640,0.121789
43,2.25444e+09,177225326592,0.118549
44,2.30687e+09,177172844544,0.120273
45,2.3593e+09,177120362496,0.137115
46,2.41172e+09,177067880448,0.12111
47,2.46415e+09,177015394304,0.120673
48,2.51658e+09,176962912256,0.120863
49,2.56901e+09,176910430208,0.116631
50,2.62144e+09,176857948160,0.120041
51,2.67387e+09,176805466112,0.120351
52,2.7263e+09,176752984064,0.115433
53,2.77873e+09,176700502016,0.120611
54,2.83116e+09,176648019968,0.118543
55,2.88358e+09,176595537920,0.11906
56,2.93601e+09,176543055872,0.119996
57,2.98844e+09,176490573824,0.119298
58,3.04087e+09,176438091776,0.118038
59,3.0933e+09,176385609728,0.116187
60,3.14573e+09,176333127680,0.117308
61,3.19816e+09,176280645632,0.119214
